0.207591    1308    643    
0.143133    901    456    
0.337237    2124    1049    
0.24579    1548    804    
0.801025    5046    2500    
0.175875    1107    541    
0.207411    1307    654    
0.140008    882    438    
0.144172    913    467    
0.232753    1466    744    
0.172613    1087    523    
0.0343624    216    119    
0.233353    1470    729    
0.202731    1277    667    
0.216593    1364    705    
0.17668    1113    557    
0.140796    887    430    
0.22699    1430    756    
0.337028    2123    1054    
0.695375    4381    2170    
0.0306148    193    99    
0.158912    1001    491    
0.224117    1412    677    
0.541478    3411    1722    
0.169051    1065    543    
0.132822    837    431    
0.214557    1352    647    
0.385701    2430    1201    
0.0956989    603    299    
0.109225    688    344    
0.12129    764    375    
0.40627    2559    1289    
0.0832812    525    243    
0.210993    1330    675    
0.0938558    591    297    
0.0880673    555    286    
0.275953    1738    861    
0.555231    3497    1796    
0.655616    4130    2131    
0.17963    1131    586    
0.211638    1333    679    
0.0947213    597    293    
0.218445    1376    672    
0.20636    1300    644    
0.5623    3542    1726    
0.0457745    288    136    
0.321645    2026    1026    
0.330068    2079    1062    
0.239369    1507    737    
0.743646    4685    2323    
0.171418    1080    544    
0.217352    1370    694    
0.146204    921    466    
0.249829    1574    797    
0.186499    1175    634    
0.0874313    551    266    
0.118902    749    415    
0.217906    1373    721    
0.188913    1190    629    
0.118412    746    382    
0.157064    990    498    
0.202729    1277    606    
0.128393    809    410    
0.71293    4492    2304    
0.470374    2963    1513    
0.541233    3410    1744    
0.570448    3594    1786    
0.953    6004    2964    
0.171132    1078    492    
0.692549    4362    2164    
0.193902    1221    617    
0.632787    3987    2020    
0.209434    1320    651    
0.049248    310    172    
0.136269    858    442    
0.143909    906    462    
0.120469    759    384    
0.231655    1459    721    
0.321891    2028    1018    
0.106009    668    336    
0.0384372    243    132    
0.222333    1400    659    
0.348042    2193    1185    
0.133505    841    416    
0.251266    1583    783    
0.163622    1031    538    
0.113843    717    357    
0.138489    872    434    
0.103212    650    343    
0.0943604    594    297    
0.200311    1262    656    
0.22008    1386    719    
0.207117    1305    655    
0.388744    2449    1242    
0.2117    1333    658    
0.254979    1606    800    
0.0507407    320    160    
0.157968    995    502    
0.208721    1315    662    
0.261485    1647    854    
0.14005    882    410    
0.220908    1391    707    
0.11184    705    362    
0.836241    5267    2641    
0.984001    6199    3123    
0.84483    5322    2648    
0.0637302    402    209    
0.104858    660    312    
0.163888    1033    526    
0.171125    1078    564    
0.130641    823    433    
0.210594    1327    617    
0.125374    789    384    
0.358049    2256    1143    
0.0845366    533    272    
0.112415    708    376    
0.106562    672    357    
0.389784    2455    1245    
0.0923482    582    282    
0.240345    1514    737    
0.322086    2028    1048    
0.204102    1286    653    
0.0623648    393    219    
0.123105    775    399    
0.229141    1443    743    
0.164375    1035    573    
0.143289    903    475    
0.156933    989    493    
0.138146    870    464    
0.570267    3593    1845    
0.113475    715    343    
0.170678    1075    546    
0.107095    674    358    
0.242562    1528    774    
0.271441    1709    846    
0.084375    532    283    
0.034536    217    108    
0.231878    1461    770    
0.0468788    295    160    
0.0668902    421    210    
0.210279    1325    663    
0.237971    1499    767    
0.323174    2036    1054    
0.191204    1204    609    
0.209001    1316    661    
0.12676    799    395    
0.0985097    620    301    
0.0926699    584    316    
0.212889    1341    683    
0.129612    817    445    
0.0378193    238    118    
0.309198    1948    940    
0.157243    990    499    
0.0724924    457    219    
0.101772    641    307    
0.320917    2022    1047    
0.209762    1322    680    
0.129201    814    394    
0.204809    1290    663    
0.155071    977    505    
0.153873    969    520    
0.211222    1330    644    
0.119092    750    371    
0.212298    1336    694    
0.140302    884    461    
0.170601    1075    591    
0.161802    1019    519    
0.674107    4246    2216    
0.164175    1034    504    
0.0528695    333    174    
0.0910734    574    308    
0.231471    1458    704    
0.0630197    397    207    
0.100202    631    312    
0.0322646    203    102    
0.134785    849    418    
0.118024    743    362    
0.197841    1246    644    
0.18912    1191    567    
0.215999    1361    746    
0.155446    979    502    
0.219979    1386    707    
0.136926    863    433    
0.0984674    620    320    
0.174152    1097    578    
0.4668    2941    1457    
0.0967041    609    301    
0.216696    1365    680    
0.0617187    389    183    
0.208858    1316    669    
0.0872164    549    263    
0.214713    1352    687    
0.0732182    461    242    
0.253327    1595    826    
0.220715    1390    716    
0.109123    687    335    
0.142924    899    460    
0.230419    1452    753    
0.220973    1392    712    
0.39877    2512    1285    
0.094014    592    302    
0.207912    1310    706    
1.488    9374    4675    
0.223627    1409    688    
0.0760385    479    241    
0.121732    767    395    
0.0877184    552    271    
0.357684    2253    1139    
0.031393    197    94    
0.208382    1313    683    
0.120819    761    400    
0.118489    746    365    
0.0357275    225    126    
0.371143    2339    1166    
0.174551    1099    541    
0.192567    1212    614    
0.150054    945    480    
0.0500044    315    160    
0.0873374    550    286    
0.114606    722    343    
0.839879    5291    2622    
0.400141    2521    1270    
0.177782    1120    564    
0.953    6003    3069    
0.215271    1356    695    
0.217972    1373    677    
0.0662527    417    212    
0.191602    1207    598    
0.0664899    418    206    
0.10966    691    346    
0.134734    849    392    
0.116758    736    376    
0.117405    740    360    
0.171094    1078    558    
0.0922011    581    291    
0.400186    2521    1267    
0.953    6004    3030    
0.208238    1312    677    
0.217116    1368    664    
0.124122    782    416    
0.0649042    409    189    
0.167944    1058    554    
0.212849    1341    690    
0.204042    1285    664    
0.21789    1372    673    
0.414574    2612    1311    
0.197784    1246    612    
0.164438    1036    501    
0.0462031    291    138    
0.169175    1066    543    
0.441087    2779    1352    
0.5002    3152    1629    
0.341879    2153    1038    
0.209984    1323    644    
0.250937    1581    825    
0.647018    4076    2020    
0.180262    1136    565    
0.0975627    614    305    
0.225716    1422    707    
0.125965    794    431    
0.0485968    306    146    
0.54446    3430    1775    
0.218496    1376    693    
0.152082    958    464    
0.213563    1345    676    
0.175873    1108    554    
0.0973961    614    308    
0.212147    1336    676    
0.0642813    405    205    
0.525745    3312    1690    
0.0763234    481    240    
0.19284    1215    626    
0.214431    1351    728    
0.067152    423    225    
0.120705    760    403    
0.0637205    401    189    
0.0903698    569    278    
0.125505    790    382    
0.225499    1420    736    
0.172736    1088    555    
0.0890989    561    276    
0.16546    1042    512    
0.277627    1749    895    
0.135962    860    444    
0.220279    1388    678    
0.0756853    477    237    
0.338746    2134    1081    
0.196242    1236    661    
0.195105    1229    634    
0.108036    680    337    
0.128989    812    402    
0.031393    198    102    
0.168821    1064    497    
1.42942    9005    4596    
1.21255    7639    3859    
0.828937    5221    2649    
0.241087    1519    774    
0.122554    772    383    
0.623507    3928    2005    
0.170213    1072    588    
0.179314    1130    572    
0.162689    1025    548    
0.270326    1703    852    
0.137862    869    430    
0.158619    999    545    
0.135789    855    440    
0.610393    3845    1929    
0.332948    2098    1050    
0.128259    805    398    
0.242802    1529    789    
0.219571    1383    650    
0.189722    1195    617    
0.155599    980    495    
0.214308    1350    656    
0.167697    1057    522    
0.204118    1286    664    
0.253078    1594    835    
0.046958    296    157    
0.725797    4572    2295    
0.216212    1362    654    
0.211477    1332    689    
0.116183    732    385    
0.444822    2802    1444    
0.395691    2493    1237    
0.118775    748    354    
0.738053    4650    2372    
0.200556    1264    623    
0.0941436    593    308    
0.120894    761    367    
0.221359    1395    710    
0.953    6004    3036    
0.20606    1298    689    
0.608192    3832    1937    
0.193595    1219    595    
0.0847347    534    294    
0.0942763    594    301    
0.0986053    621    296    
0.0661934    417    214    
0.159126    1002    527    
0.121469    765    375    
0.153009    964    497    
0.185049    1166    586    
0.71363    4496    2229    
0.953    6004    3006    
0.139375    878    443    
0.215083    1355    714    
0.127824    805    384    
